2001,@ajoyvaldez2856,13 hours ago,Mapagpalang araw Ng linggo mga kapatid ❤❤ pagbati Mula sa lokal Ng Ambiong ❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzoWSE4D-YD8eZoEW14AaABAg,UgzoWSE4D-YD8eZoEW14AaABAg,UCcJYRuhoAeAgOVzUzLgRdmg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3826,@PamangelaGarlitos,1 day ago,This is unbelievable! Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyHuLN_QuvVfcA1YQN4AaABAg,UgyHuLN_QuvVfcA1YQN4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3827,@RomerCosme-c7l,1 day ago,Happy viewing po sa lahat ng mga kapatid from San Luis - Maulberry gws,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyqH6w85XN42MuAJeZ4AaABAg,UgyqH6w85XN42MuAJeZ4AaABAg,UCd7v5vzgdQ6x-rb5AhEgsYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3828,@PamangelaGarlitos,1 day ago,Addict na tlga sa tono🎉❤😂Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzgaBC4EoxUGumejcl4AaABAg,UgzgaBC4EoxUGumejcl4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3829,@ConeyLictawa,1 day ago,"Go Baguio / Go Benguet / Fight, fight, fight!!!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz6qx4OWv8ztRGFZnB4AaABAg,Ugz6qx4OWv8ztRGFZnB4AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3830,@haielei2869,1 day ago,Happy watching po. Pagbati po mula sa Lokal ng Norcar Distrito ng Benguet.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzUn91t-RQjEhKdHwB4AaABAg,UgzUn91t-RQjEhKdHwB4AaABAg,UCf3PWHW8mj2mncX07kw9ZQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3831,@haielei2869,1 day ago,Present po ang Lokal ng Norcar. Patuloy po kami sa pagsubaybay.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxhTgu9y9BgLqQvIet4AaABAg,UgxhTgu9y9BgLqQvIet4AaABAg,UCf3PWHW8mj2mncX07kw9ZQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3832,@PamangelaGarlitos,1 day ago,The lyrics are outstanding🎉Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyAT5w6AQYAlVcAoh54AaABAg,UgyAT5w6AQYAlVcAoh54AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3833,@ConeyLictawa,1 day ago,His wondrous love /  / Baguio,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxJFqDubmuuxDf9R294AaABAg,UgxJFqDubmuuxDf9R294AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3834,@PamangelaGarlitos,1 day ago,This track hits different❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx2L9ZqIHLou62ONSR4AaABAg,Ugx2L9ZqIHLou62ONSR4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3835,@haielei2869,1 day ago,"Lets Go BENGUET. Matutulog na Top 1, gigising na Top 1.  / Greetings po mula sa mga binhi at ilaw ng NORCAR",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxswT2nT0YgajINZQF4AaABAg,UgxswT2nT0YgajINZQF4AaABAg,UCf3PWHW8mj2mncX07kw9ZQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3836,@PamangelaGarlitos,1 day ago,That chorus is perfect in this song❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy4FtU7VXdPvwgZr3B4AaABAg,Ugy4FtU7VXdPvwgZr3B4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3837,@LhexieTindo,1 day ago (edited),"Let's Go Benguet, FIGHT !!! 🎉🍓 /  / from lokal po ng Baguio City",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy0J6lHlScuaqZ1Owh4AaABAg,Ugy0J6lHlScuaqZ1Owh4AaABAg,UCJ8gw3BSS_9BNm6KDY9I-ng,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3838,@PamangelaGarlitos,1 day ago,This song is legendary🎉Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwtCVgGP7kKYEoTXDh4AaABAg,UgwtCVgGP7kKYEoTXDh4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3839,@ConeyLictawa,1 day ago,#INCMV❤ / #BAGUIO / #BENGUET,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyYsCS-fxhOqIWYu7l4AaABAg,UgyYsCS-fxhOqIWYu7l4AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3840,@PamangelaGarlitos,1 day ago,Break through many obstacles to success❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxdP92QHpZvIti4G8h4AaABAg,UgxdP92QHpZvIti4G8h4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3841,@LhexieTindo,1 day ago,"Happy viewing po sa lahat, greetings po sa lahat ng kadiwa/binhi officers ♥️  /  / from lokal po ng Baguio City",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxHc6eR7aO3HYP8YPR4AaABAg,UgxHc6eR7aO3HYP8YPR4AaABAg,UCJ8gw3BSS_9BNm6KDY9I-ng,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3842,@PamangelaGarlitos,1 day ago,Stay united together🎉Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw8SvRWk97aRD9-zYt4AaABAg,Ugw8SvRWk97aRD9-zYt4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3843,@PamangelaGarlitos,1 day ago,Win more! Team Benguet ❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxIZWtxy0ggsY8NDoF4AaABAg,UgxIZWtxy0ggsY8NDoF4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3844,@PamangelaGarlitos,1 day ago,Keep fighting mga friends❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOwZh6obmC9BbWCJ54AaABAg,UgwOwZh6obmC9BbWCJ54AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3845,@PamangelaGarlitos,1 day ago,Team Benguet! Be confident🎉Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy0w3tuSCRrXL9dZcB4AaABAg,Ugy0w3tuSCRrXL9dZcB4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3846,@ezrah8637,1 day ago,Happy watching po sa lahat!!! Greetings from Lokal ng Baguio City🎉,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw6jg3c-D19yfdshkx4AaABAg,Ugw6jg3c-D19yfdshkx4AaABAg,UCoIa8U2n-EOwrHviBH3s7mQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3847,@PamangelaGarlitos,1 day ago,Have a nice dinner everyone❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx97IbIXXrR1IHOZWt4AaABAg,Ugx97IbIXXrR1IHOZWt4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3848,@ConeyLictawa,1 day ago,Love is like a flower that grows in the shadow of tree /  / Baguio,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx8hgy7pzfWWfVHrIN4AaABAg,Ugx8hgy7pzfWWfVHrIN4AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3849,@PamangelaGarlitos,1 day ago,Stay proud and make it real! Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw2lTbdE4Xg9dsvvVR4AaABAg,Ugw2lTbdE4Xg9dsvvVR4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3850,@ezrah8637,1 day ago,Let's go BENGUET!!  / #BAGUIOCITY❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxO54OUJVgP9osRDLh4AaABAg,UgxO54OUJVgP9osRDLh4AaABAg,UCoIa8U2n-EOwrHviBH3s7mQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3851,@PamangelaGarlitos,1 day ago,Practice makes perfect itong song na ito❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzjR1z5rdeLL5n2ucV4AaABAg,UgzjR1z5rdeLL5n2ucV4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3852,@PamangelaGarlitos,1 day ago,Together is better to win❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxCmlrqGH2FwKgJk4B4AaABAg,UgxCmlrqGH2FwKgJk4B4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3853,@PamangelaGarlitos,1 day ago,"Reaching the goal, make it happen❤Locale of Baguio City",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzW8Bqb94g9MyGI3xt4AaABAg,UgzW8Bqb94g9MyGI3xt4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3854,@zianmarcodevera4187,1 day ago,Gods love from Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxsQYAgdtKpBaZJZGJ4AaABAg,UgxsQYAgdtKpBaZJZGJ4AaABAg,UCZdNcKysqmOM8nUHVgJ9KQw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3855,@PamangelaGarlitos,1 day ago,Let's prove that we earn the victory❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxpYWF-vaei_IL9llh4AaABAg,UgxpYWF-vaei_IL9llh4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3856,@PamangelaGarlitos,1 day ago,Team Benguet! We can do it❤Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgypJeA5jthOB7istBV4AaABAg,UgypJeA5jthOB7istBV4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3857,@DJDaniwis,1 day ago,"Tuloy tuloy lang po tayo sa pagsuporta mga kapatid, Happy Viewing po sa atin at sa mga Binhi District Officers po lokal po ng Ambiong!!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxx73zAGUoaovnOMRV4AaABAg,Ugxx73zAGUoaovnOMRV4AaABAg,UCciByNaKApcsQBcHkjrrwcA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3858,@arlynsadsaddarnayla,1 day ago,I know it's had now but i swear it gets better❤ / Go Benguet🎉 Baguio city🇮🇹,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzpKem9BIRfw2KcYx54AaABAg,UgzpKem9BIRfw2KcYx54AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3859,@PamangelaGarlitos,1 day ago,Road to 47k views! Wohoo! Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy5PNMkwTEiTm2yFlV4AaABAg,Ugy5PNMkwTEiTm2yFlV4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3860,@Adliselb,1 day ago,Gods power you must believe... happy watching po Mula po sa lokal Ng Baguio city po,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxRIbciQVNT6h6yuiR4AaABAg,UgxRIbciQVNT6h6yuiR4AaABAg,UCqdcIovy1nUIY294NOXH8LQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3861,@Kashumi_和美,1 day ago,masiglang panonood mula po sa Lokal Ng Quezon Hill Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRlTHHwguqHA5avdd4AaABAg,UgwRlTHHwguqHA5avdd4AaABAg,UCRfR-dERK8rC-UT9E3zTR_w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3862,@ConeyLictawa,1 day ago,A new day's bring hope / Baguio,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyeCttYI5v9iKwemop4AaABAg,UgyeCttYI5v9iKwemop4AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3863,@PamangelaGarlitos,1 day ago,Good evening! Locale of Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyZoh53Bc6PhZlSy-R4AaABAg,UgyZoh53Bc6PhZlSy-R4AaABAg,UCeN6hRYwO2TxD9VFxxav8eg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3864,@ConeyLictawa,1 day ago,"Magandang Gabi po sa lahat,mula po sa lokal ng Baguio City, Distrito ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxUHLzgqznmSUnjH5V4AaABAg,UgxUHLzgqznmSUnjH5V4AaABAg,UC0Bso7cZ9ifKQKZlEPIzLHw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3865,@Adliselb,1 day ago,Gods great power you must.....happy watching po Mula sa lokal Ng Baguio city..,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxJ7WrOBqzF6bW1AoN4AaABAg,UgxJ7WrOBqzF6bW1AoN4AaABAg,UCqdcIovy1nUIY294NOXH8LQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3866,@romulodeverajr.9937,1 day ago,Gandang gabi po sa lahat ng nanonood. Go baguio city.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzPN4Vc8A4_BPJaKQh4AaABAg,UgzPN4Vc8A4_BPJaKQh4AaABAg,UCp-gBjV5Wh420GHK3cminkw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3867,@tessieserut1589,1 day ago,"Always give our support to our district, District of Benguet. Happy viewing to all our brethren locale of Quezon Hill to Bro. Val Lanuza and  Bro Cornelio Magat.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgycahMmwMWrgUL7qSJ4AaABAg,UgycahMmwMWrgUL7qSJ4AaABAg,UCVNrH3FQbQb8tcfPp3Uanfw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3868,@Riri-c8t9q,1 day ago,Happy viewing po from lokal ng baguio city. Fight! Fight! Fight!,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyhsEaZnKrwbVs5vpp4AaABAg,UgyhsEaZnKrwbVs5vpp4AaABAg,UCfSaCY2HyuAqIsHyWgtRT8w,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3869,@almazanrhyndylyn,1 day ago,Go go go Benguet❤❤❤ / Fighting ❤❤❤ /  / Lokal ng Norcar at Kapisanang Kadiwa,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyXP_eRPxFfSH1NKvx4AaABAg,UgyXP_eRPxFfSH1NKvx4AaABAg,UCEoQCNgytnJxjJnAQLSzFeA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3870,@ZyreneMargoDeVera,1 day ago,Hello po sa lahat ng mga Kapatid / Lokal ng Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxnDQ8bCg4dNnN4M294AaABAg,UgxnDQ8bCg4dNnN4M294AaABAg,UCEm4XHRokvfX5zsU63BJquQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3871,@XschelleYb,1 day ago,"Let's Go Benguet!🤍 / Pagbati po mula sa Lokal Ng Norcar, Benguet.",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy1dQjdi6mo_Q-Uw7R4AaABAg,Ugy1dQjdi6mo_Q-Uw7R4AaABAg,UCer0sIOb700hbN8sHbztYuw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3872,@arlynsadsaddarnayla,1 day ago,I know it's had now but i swear it gets better❤ / Go Benguet🎉 Baguio city🇮🇹,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxieUl6yPsJEeotWIB4AaABAg,UgxieUl6yPsJEeotWIB4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3873,@ZyreneMargoDeVera,1 day ago,Good evening po sa lahat / Lokal ng Baguio city,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwfbBrVfj6l1njOrWt4AaABAg,UgwfbBrVfj6l1njOrWt4AaABAg,UCEm4XHRokvfX5zsU63BJquQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3874,@arlynsadsaddarnayla,1 day ago,"Go Benguet🎉🎉🎉 / 💚🤍❤️ / Mula po sa lokal ng Baguio City, full support!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwpgQD6Olg2OKTETAN4AaABAg,UgwpgQD6Olg2OKTETAN4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3875,@arlynsadsaddarnayla,1 day ago (edited),"Go Benguet🎉🎉🎉 / 💚🤍❤️ / Mula po sa lokal ng Baguio City, full support!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwvzR7bDYwNcBFCeW14AaABAg,UgwvzR7bDYwNcBFCeW14AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3876,@PHEBIE-f7h,1 day ago,Happy viewing po mga kapatid. / ❤❤Lokal ng AtokGold❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwln7UKC7zPaf3d-8l4AaABAg,Ugwln7UKC7zPaf3d-8l4AaABAg,UCNkJMMXP19AJSsNov8Fp3Ag,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3877,@XschelleYb,1 day ago,Go Benguet!🤍 Full support po from Lokal Ng Norcar Distrito Ng Benguet.,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyX7hur00zkNE0Vmm94AaABAg,UgyX7hur00zkNE0Vmm94AaABAg,UCer0sIOb700hbN8sHbztYuw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3878,@FELIXCASTILLO-d6k,1 day ago,Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxwxRdW8QBVz-6IrgZ4AaABAg,UgxwxRdW8QBVz-6IrgZ4AaABAg,UCzYZJSgSHmHSChay7k3DlyA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3879,@arlynsadsaddarnayla,1 day ago,"When life brings you to your knees  / In our Lord God's great power,you must believe🎤🎶 / Baguio city💚🤍❤️",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx9NaST_IV-Ai_Bveh4AaABAg,Ugx9NaST_IV-Ai_Bveh4AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3880,@XschelleYb,1 day ago,"Go Benguet!! Fight! Fight! Fight! / Keep watching po mga kapatid🎉, From Lokal po Ng Norcar Distrito Ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxM334T1HPnLVVpsAx4AaABAg,UgxM334T1HPnLVVpsAx4AaABAg,UCer0sIOb700hbN8sHbztYuw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3881,@GreySantino,1 day ago,"go Benguet, happy viewing po",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxt9Nywoue7vvffJXx4AaABAg,Ugxt9Nywoue7vvffJXx4AaABAg,UCgmH8Vmu8sdTmagiLke9JGA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3882,@grayvalentine770,1 day ago,Watching po from lokal po ng Baguio City,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxtZ7MbmazFW1_ysil4AaABAg,UgxtZ7MbmazFW1_ysil4AaABAg,UCA8J9BuI7nPbZ3E1OSaMTeg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3883,@vilmalucya1354,1 day ago,lets go benguet  / pagbati po mula sa kalihiman ng lokal ng BANGHO distrito ng  BENGUET,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzLLazA-HtUCLj-YEF4AaABAg,UgzLLazA-HtUCLj-YEF4AaABAg,UCrL5VisDlfmCh8I1DItC14A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3884,@racqueldaludado1779,1 day ago,Happy viewing po mga kapatid sa kapisanang Buklod,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzxNun_A-Jau9ogMpd4AaABAg,UgzxNun_A-Jau9ogMpd4AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3885,@arjanejesalva9246,1 day ago,Goodevening po mula po sa Lokal ng Sablan,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxwY-70jyI7NQTOL_14AaABAg,UgxwY-70jyI7NQTOL_14AaABAg,UCZujTpMON7q_SeOkP7_8fYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3886,@arjanejesalva9246,1 day ago,Benguet❤❤❤❤,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwk843_tf6p_2xBqZh4AaABAg,Ugwk843_tf6p_2xBqZh4AaABAg,UCZujTpMON7q_SeOkP7_8fYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3887,@arlynsadsaddarnayla,1 day ago,"Go Bengyet🎉🎉🎉 / 💚🤍❤️ / Mula po sa lokal ng Baguio City, full support!",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzpX4VFLF9zvPzqje94AaABAg,UgzpX4VFLF9zvPzqje94AaABAg,UCEpebcWdMuh8WoE06IwNIKA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3888,@racqueldaludado1779,1 day ago,"Keep watching po mga kapatid. Enjoy lang po. From Lokal ng Guisad, Distrito ng Benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy0-IneMLW0qKTnOmh4AaABAg,Ugy0-IneMLW0qKTnOmh4AaABAg,UCgZwecFPuKOLF2FdCfR99dw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3889,@vilmalucya1354,1 day ago,happy viewing po  / mula po sa lokal ng BANGHO distrito ng BENGUET,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGgejNXsIpt_JC3e94AaABAg,UgyGgejNXsIpt_JC3e94AaABAg,UCrL5VisDlfmCh8I1DItC14A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3890,@marvinpadilla5505,1 day ago,Watching po from lokal ng camp 8 Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzzMFnKKkA-hYZplIF4AaABAg,UgzzMFnKKkA-hYZplIF4AaABAg,UCtjd1rO1pmR0C7mW4dPmErA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3891,@nemesiojrliwan6046,1 day ago,Happy watching po mula sa Crystal Cave Ext,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzC8V3RqhdYa9z3_s94AaABAg,UgzC8V3RqhdYa9z3_s94AaABAg,UCjezikK6Ee76ivDT-zsBZPA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3892,@MarcianaPasion,1 day ago,Watching from Local ng Hillside Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxEMAY6vZRz0RXnInN4AaABAg,UgxEMAY6vZRz0RXnInN4AaABAg,UCjdIPJ5zBY_X-B6fqE-f_yA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3893,@arjanejesalva9246,1 day ago,Happy viewing po mga kabagis. Mula po sa lokal ng Sablan,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgweGg5ijNakub-QGkF4AaABAg,UgweGg5ijNakub-QGkF4AaABAg,UCZujTpMON7q_SeOkP7_8fYA,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3894,@leonardoperez1795,1 day ago,watching po kami dito po sa lokal ng camp8,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugwx4BrNbb7NwnyzGPJ4AaABAg,Ugwx4BrNbb7NwnyzGPJ4AaABAg,UCuB02SJAFKefQ6FPeFsDGrw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3895,@leonardoperez1795,1 day ago,Pagbati po sa lahat ng kapatid dito po sa lokal ng camp8,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwMJpLd4ciDyw0Eb414AaABAg,UgwMJpLd4ciDyw0Eb414AaABAg,UCuB02SJAFKefQ6FPeFsDGrw,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3896,@WyndellOriondo,1 day ago,Happy Watching po from local ng camp8..,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyIi1FeI4aUVYgxh_B4AaABAg,UgyIi1FeI4aUVYgxh_B4AaABAg,UCeQQtBMeiozLIXh5juSX8KQ,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3897,@rolandarquillo4802,1 day ago,"Watching po from lokal ng camp 8,distrito ng benguet",https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyZr_r_FAN3_dmJkMF4AaABAg,UgyZr_r_FAN3_dmJkMF4AaABAg,UCuSw6XW2fw7n58FG7cpwa3A,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3898,@jellyannperez22,1 day ago,Hello po sa mga Kapatid sa Lokal ng Camp8 🤗 Happy Watching po..,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz-iZQBdyOGNVG2zkB4AaABAg,Ugz-iZQBdyOGNVG2zkB4AaABAg,UCTSBNE6g9859jcHD_BhlU-g,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
3899,@Vey_B,1 day ago,Happy viewing po! Go Benguet! / Pagbati po mula sa lokal ng Camp 8 Distrito ng Benguet,https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwE0SqPhJ6rFU6HG4Z4AaABAg,UgwE0SqPhJ6rFU6HG4Z4AaABAg,UCs0ieULo51Fa89D7xPRNENg,"Fetched 05/24/2026, 8:08:10 PM GMT+8"
